city,state,key,lat,lng
Fort Mitchell,Kentucky,Fort MitchellKentucky,39.0459,-84.5563
Irondale,Georgia,IrondaleGeorgia,33.4773,-84.36
Arab,Alabama,ArabAlabama,34.3309,-86.4991
St. Martin,Mississippi,St. MartinMississippi,30.4399,-88.8651
Bloomingdale,New Jersey,BloomingdaleNew Jersey,41.03,-74.3319
Seffner,Florida,SeffnerFlorida,27.9981,-82.2735
Pismo Beach,California,Pismo BeachCalifornia,35.1492,-120.6506
Rockwood,Virginia,RockwoodVirginia,37.463,-77.5744
Fletcher,North Carolina,FletcherNorth Carolina,35.4316,-82.5038
Kenton,Ohio,KentonOhio,40.6446,-83.6099
Milton,Washington,MiltonWashington,47.2522,-122.3154
Morehead,Kentucky,MoreheadKentucky,38.1906,-83.4466
Rolling Hills Estates,California,Rolling Hills EstatesCalifornia,33.7783,-118.3508
Mystic Island,New Jersey,Mystic IslandNew Jersey,39.5659,-74.3831
Mount Joy,Pennsylvania,Mount JoyPennsylvania,40.1105,-76.5065
Salem,Utah,SalemUtah,40.054,-111.6721
Aztec,New Mexico,AztecNew Mexico,36.819,-107.9826
Ashland,New Jersey,AshlandNew Jersey,39.8782,-75.0085
Lake Carmel,New York,Lake CarmelNew York,41.4612,-73.6681
Clinton,Illinois,ClintonIllinois,40.1468,-88.9633
Hyrum,Utah,HyrumUtah,41.6321,-111.8428
Mahtomedi,Minnesota,MahtomediMinnesota,45.0619,-92.966
Decorah,Iowa,DecorahIowa,43.3016,-91.7846
Bayport,New York,BayportNew York,40.746,-73.0546
Fruitland Park,Florida,Fruitland ParkFlorida,28.8601,-81.9191
Whitestown,Indiana,WhitestownIndiana,39.9706,-86.3609
Laurel Hill,Virginia,Laurel HillVirginia,38.7026,-77.2422
Tillamook,Oregon,TillamookOregon,45.4562,-123.8331
Country Club Estates,Georgia,Country Club EstatesGeorgia,31.2113,-81.4622
Castle Shannon,Pennsylvania,Castle ShannonPennsylvania,40.3665,-80.0194
Applewood,Colorado,ApplewoodColorado,39.7524,-105.1604
Bellevue,Ohio,BellevueOhio,41.2743,-82.8395
Burton,South Carolina,BurtonSouth Carolina,32.4233,-80.7454
Nolensville,Tennessee,NolensvilleTennessee,35.9572,-86.672
Airway Heights,Washington,Airway HeightsWashington,47.6459,-117.5792
Pingree Grove,Illinois,Pingree GroveIllinois,42.0857,-88.4362
Crete,Illinois,CreteIllinois,41.4399,-87.6231
Jennings Lodge,Oregon,Jennings LodgeOregon,45.3926,-122.6153
Bridge City,Texas,Bridge CityTexas,30.0297,-93.8406
Sangaree,South Carolina,SangareeSouth Carolina,33.0328,-80.1253
Alliance,Nebraska,AllianceNebraska,42.1025,-102.8766
Chestnut Ridge,New York,Chestnut RidgeNew York,41.0829,-74.0551
Lugoff,South Carolina,LugoffSouth Carolina,34.2216,-80.6849
Black Mountain,North Carolina,Black MountainNorth Carolina,35.6142,-82.3275
Menominee,Michigan,MenomineeMichigan,45.122,-87.6234
Trinidad,Colorado,TrinidadColorado,37.175,-104.4908
Niagara,New York,NiagaraNew York,43.1154,-78.981
Brooksville,Florida,BrooksvilleFlorida,28.5405,-82.3903
Millis,Massachusetts,MillisMassachusetts,42.1693,-71.3626
West Haven-Sylvan,Oregon,West Haven-SylvanOregon,45.5164,-122.7654
West Vero Corridor,Florida,West Vero CorridorFlorida,27.6378,-80.4855
Roanoke,Texas,RoanokeTexas,33.0148,-97.2268
Pleasant Hills,Pennsylvania,Pleasant HillsPennsylvania,40.3298,-79.9596
Omak,Washington,OmakWashington,48.4228,-119.5159
Village Green-Green Ridge,Pennsylvania,Village Green-Green RidgePennsylvania,39.8638,-75.4256
St. Rose,Louisiana,St. RoseLouisiana,29.9649,-90.3088
Dalhart,Texas,DalhartTexas,36.0579,-102.5123
Island Lake,Illinois,Island LakeIllinois,42.2784,-88.1999
Oak Grove,Missouri,Oak GroveMissouri,39.0073,-94.1278
Monona,Wisconsin,MononaWisconsin,43.054,-89.3334
North Weeki Wachee,Florida,North Weeki WacheeFlorida,28.5591,-82.5537
Westphalia,Maryland,WestphaliaMaryland,38.8385,-76.8232
Ahuimanu,Hawaii,AhuimanuHawaii,21.4379,-157.8404
Hollymead,Virginia,HollymeadVirginia,38.1266,-78.4386
Brazil,Indiana,BrazilIndiana,39.5232,-87.1243
Oak Brook,Illinois,Oak BrookIllinois,41.8372,-87.9512
Montrose,Virginia,MontroseVirginia,37.52,-77.3772
Gilberts,Illinois,GilbertsIllinois,42.1096,-88.3716
Fair Lakes,Virginia,Fair LakesVirginia,38.853,-77.3885
Felida,Washington,FelidaWashington,45.7138,-122.7103
Vinton,Virginia,VintonVirginia,37.2746,-79.8888
Waller,Washington,WallerWashington,47.2035,-122.3699
Chardon,Ohio,ChardonOhio,41.5803,-81.2081
Cumberland Hill,Rhode Island,Cumberland HillRhode Island,41.9736,-71.4605
Cedar Hills,Oregon,Cedar HillsOregon,45.5047,-122.8052
Richland Hills,Texas,Richland HillsTexas,32.8095,-97.2273
Hillside,Illinois,HillsideIllinois,41.8674,-87.9019
Sound Beach,New York,Sound BeachNew York,40.9578,-72.9726
Brookhaven,Pennsylvania,BrookhavenPennsylvania,39.8715,-75.3918
Fort Dix,New Jersey,Fort DixNew Jersey,40.0059,-74.6089
Firebaugh,California,FirebaughCalifornia,36.8534,-120.4537
Willits,California,WillitsCalifornia,39.4047,-123.3494
Long Grove,Illinois,Long GroveIllinois,42.1968,-88.0057
Fishersville,Virginia,FishersvilleVirginia,38.1004,-78.9686
Briarcliff Manor,New York,Briarcliff ManorNew York,41.14,-73.844
Crestwood Village,New Jersey,Crestwood VillageNew Jersey,39.9568,-74.3524
Jefferson,Wisconsin,JeffersonWisconsin,43.0044,-88.8084
Ayer,Massachusetts,AyerMassachusetts,42.5628,-71.5718
Raritan,New Jersey,RaritanNew Jersey,40.5732,-74.6431
Long Branch,Virginia,Long BranchVirginia,38.8302,-77.2713
Fort Belvoir,Virginia,Fort BelvoirVirginia,38.7119,-77.1459
Hastings-on-Hudson,New York,Hastings-on-HudsonNew York,40.9902,-73.8801
Ripon,Wisconsin,RiponWisconsin,43.8436,-88.8386
Brentwood,Missouri,BrentwoodMissouri,38.6194,-90.3476
Hamilton,Massachusetts,HamiltonMassachusetts,42.6267,-70.858
Templeton,California,TempletonCalifornia,35.556,-120.7182
Logan,Ohio,LoganOhio,39.5386,-82.4063
Orting,Washington,OrtingWashington,47.0966,-122.2111
La Junta,Colorado,La JuntaColorado,37.9796,-103.5473
Odessa,Florida,OdessaFlorida,28.182,-82.553
Abingdon,Virginia,AbingdonVirginia,36.7089,-81.9713
Shorewood,Minnesota,ShorewoodMinnesota,44.9131,-93.5796
Robinwood,Maryland,RobinwoodMaryland,39.6266,-77.663
West Long Branch,New Jersey,West Long BranchNew Jersey,40.2883,-74.0185
Green Cove Springs,Florida,Green Cove SpringsFlorida,29.9904,-81.6807
Albion,New York,AlbionNew York,43.246,-78.1902
Dry Run,Ohio,Dry RunOhio,39.1047,-84.3307
Princeton,Illinois,PrincetonIllinois,41.3809,-89.4648
Lake Dallas,Texas,Lake DallasTexas,33.1277,-97.0234
Oberlin,Ohio,OberlinOhio,41.2857,-82.2197
Southwest Ranches,Florida,Southwest RanchesFlorida,26.0477,-80.3752
Salem,Illinois,SalemIllinois,38.6278,-88.9579
Latrobe,Pennsylvania,LatrobePennsylvania,40.3125,-79.3826
Flushing,Michigan,FlushingMichigan,43.0637,-83.8403
Blair,Nebraska,BlairNebraska,41.5417,-96.1361
Camp Hill,Pennsylvania,Camp HillPennsylvania,40.2422,-76.9274
Old Forge,Pennsylvania,Old ForgePennsylvania,41.3705,-75.7409
Rathdrum,Idaho,RathdrumIdaho,47.7995,-116.8908
Jersey Village,Texas,Jersey VillageTexas,29.8903,-95.5721
South Boston,Virginia,South BostonVirginia,36.7132,-78.9135
Downingtown,Pennsylvania,DowningtownPennsylvania,40.0076,-75.7019
Sheboygan Falls,Wisconsin,Sheboygan FallsWisconsin,43.729,-87.8266
Pahokee,Florida,PahokeeFlorida,26.8202,-80.6622
Cherry Valley,California,Cherry ValleyCalifornia,33.9797,-116.9694
Manhasset,New York,ManhassetNew York,40.7884,-73.6943
Medina,New York,MedinaNew York,43.2197,-78.3888
Columbiana,Ohio,ColumbianaOhio,40.8871,-80.6749
Middletown,Kentucky,MiddletownKentucky,38.241,-85.5215
Bel Aire,Kansas,Bel AireKansas,37.7749,-97.2457
Venice Gardens,Florida,Venice GardensFlorida,27.0694,-82.4054
Maryville,Illinois,MaryvilleIllinois,38.7261,-89.9645
Carnegie,Pennsylvania,CarnegiePennsylvania,40.408,-80.0861
Port Jefferson,New York,Port JeffersonNew York,40.9465,-73.0579
Eaton,Ohio,EatonOhio,39.7506,-84.6342
Mecca,California,MeccaCalifornia,33.5767,-116.0645
West Boylston,Massachusetts,West BoylstonMassachusetts,42.369,-71.7846
North Springfield,Virginia,North SpringfieldVirginia,38.8024,-77.2028
Campbell,Ohio,CampbellOhio,41.0777,-80.5903
Grand Blanc,Michigan,Grand BlancMichigan,42.9258,-83.6181
Mascoutah,Illinois,MascoutahIllinois,38.5191,-89.8045
Baldwinsville,New York,BaldwinsvilleNew York,43.157,-76.3319
South Cleveland,Tennessee,South ClevelandTennessee,35.1097,-84.9097
Summit,Washington,SummitWashington,47.1694,-122.3628
Crookston,Minnesota,CrookstonMinnesota,47.7747,-96.6062
Carl Junction,Missouri,Carl JunctionMissouri,37.1669,-94.5468
Prien,Louisiana,PrienLouisiana,30.1595,-93.2608
Cheraw,South Carolina,CherawSouth Carolina,34.6954,-79.9083
Blandon,Pennsylvania,BlandonPennsylvania,40.4446,-75.8799
Selah,Washington,SelahWashington,46.6482,-120.5389
Terrace Heights,Washington,Terrace HeightsWashington,46.6024,-120.4482
Woodlake,California,WoodlakeCalifornia,36.4124,-119.0999
Olivette,Missouri,OlivetteMissouri,38.6725,-90.3784
Batesville,Indiana,BatesvilleIndiana,39.2974,-85.2139
Los Fresnos,Texas,Los FresnosTexas,26.075,-97.4877
Covington,Virginia,CovingtonVirginia,37.7785,-79.9868
Sallisaw,Oklahoma,SallisawOklahoma,35.4605,-94.807
Southwood Acres,Connecticut,Southwood AcresConnecticut,41.961,-72.5719
Dock Junction,Georgia,Dock JunctionGeorgia,31.2031,-81.5156
Bernardsville,New Jersey,BernardsvilleNew Jersey,40.7268,-74.5918
Duvall,Washington,DuvallWashington,47.7354,-121.9725
Colonie,New York,ColonieNew York,42.7199,-73.8333
Fort Riley,Kansas,Fort RileyKansas,39.1111,-96.8138
Jasper,Texas,JasperTexas,30.9221,-93.9947
Grand Ledge,Michigan,Grand LedgeMichigan,42.7534,-84.7448
Ashland,Virginia,AshlandVirginia,37.7597,-77.4716
Breckenridge,Colorado,BreckenridgeColorado,39.4994,-106.0433
Oceano,California,OceanoCalifornia,35.1019,-120.609
Milan,Michigan,MilanMichigan,42.0815,-83.6854
Fruitvale,Colorado,FruitvaleColorado,39.0933,-108.479
Broadview,Illinois,BroadviewIllinois,41.8584,-87.8562
Clover,South Carolina,CloverSouth Carolina,35.1123,-81.2201
Joshua,Texas,JoshuaTexas,32.4583,-97.3851
Manhattan,Illinois,ManhattanIllinois,41.4274,-87.9802
Winters,California,WintersCalifornia,38.532,-121.9781
Butler,New Jersey,ButlerNew Jersey,40.9989,-74.3472
Rockmart,Georgia,RockmartGeorgia,34.0103,-85.0441
Ancient Oaks,Pennsylvania,Ancient OaksPennsylvania,40.536,-75.5852
Delta,Colorado,DeltaColorado,38.756,-108.0771
Quarryville,Pennsylvania,QuarryvillePennsylvania,39.8957,-76.1617
Orosi,California,OrosiCalifornia,36.5434,-119.2903
Quincy,Washington,QuincyWashington,47.2347,-119.8522
Catalina,Arizona,CatalinaArizona,32.4849,-110.8996
Seaford,Delaware,SeafordDelaware,38.6539,-75.6117
Mansfield Center,Massachusetts,Mansfield CenterMassachusetts,42.0225,-71.218
Emerson,New Jersey,EmersonNew Jersey,40.9748,-74.0239
Citrus Hills,Florida,Citrus HillsFlorida,28.887,-82.4311
McGregor,Florida,McGregorFlorida,26.5611,-81.9134
Hampton,Georgia,HamptonGeorgia,33.3835,-84.2854
Larose,Louisiana,LaroseLouisiana,29.5669,-90.3751
Seville,Ohio,SevilleOhio,41.0208,-81.8671
Ione,California,IoneCalifornia,38.3613,-120.9422
Park City,Kansas,Park CityKansas,37.8102,-97.3255
York,Nebraska,YorkNebraska,40.8698,-97.5943
Big Stone Gap,Virginia,Big Stone GapVirginia,36.8626,-82.7769
Clear Lake,Iowa,Clear LakeIowa,43.1346,-93.374
Norwich,New York,NorwichNew York,42.5333,-75.5227
Oakdale,Louisiana,OakdaleLouisiana,30.8158,-92.6541
Centerville,Georgia,CentervilleGeorgia,32.6341,-83.6854
Inwood,Florida,InwoodFlorida,28.0391,-81.7677
Antigo,Wisconsin,AntigoWisconsin,45.1415,-89.1556
Scotia,New York,ScotiaNew York,42.8321,-73.9607
Round Lake Park,Illinois,Round Lake ParkIllinois,42.3308,-88.0749
River Oaks,Texas,River OaksTexas,32.7767,-97.3984
West Slope,Oregon,West SlopeOregon,45.4962,-122.7731
Half Moon,North Carolina,Half MoonNorth Carolina,34.8298,-77.4591
Pittston,Pennsylvania,PittstonPennsylvania,41.3274,-75.7885
Ormond-by-the-Sea,Florida,Ormond-by-the-SeaFlorida,29.3437,-81.0677
Wapato,Washington,WapatoWashington,46.4434,-120.4215
Swainsboro,Georgia,SwainsboroGeorgia,32.5866,-82.3345
Altoona,Wisconsin,AltoonaWisconsin,44.803,-91.4387
Hastings,Michigan,HastingsMichigan,42.6498,-85.2886
South Beloit,Illinois,South BeloitIllinois,42.4821,-89.0247
White Oak,Pennsylvania,White OakPennsylvania,40.3415,-79.8007
Fairfield,New Jersey,FairfieldNew Jersey,40.8828,-74.3041
Thomaston,Connecticut,ThomastonConnecticut,41.6696,-73.0859
Sebastopol,California,SebastopolCalifornia,38.4,-122.8277
Rolesville,North Carolina,RolesvilleNorth Carolina,35.9241,-78.466
Estes Park,Colorado,Estes ParkColorado,40.3703,-105.5222
South Lockport,New York,South LockportNew York,43.1377,-78.6864
Southeast Arcadia,Florida,Southeast ArcadiaFlorida,27.1862,-81.8521
Galliano,Louisiana,GallianoLouisiana,29.4471,-90.3096
West Concord,Massachusetts,West ConcordMassachusetts,42.4518,-71.4035
Pomona,New Jersey,PomonaNew Jersey,39.4687,-74.5501
Hales Corners,Wisconsin,Hales CornersWisconsin,42.941,-88.0491
Benton,Illinois,BentonIllinois,38.011,-88.9179
Plaistow,New Hampshire,PlaistowNew Hampshire,42.8403,-71.096
Gettysburg,Pennsylvania,GettysburgPennsylvania,39.8304,-77.2339
Eden Isle,Louisiana,Eden IsleLouisiana,30.2279,-89.7987
Grove,Oklahoma,GroveOklahoma,36.5929,-94.7878
Robinson,Illinois,RobinsonIllinois,39.0089,-87.7333
Fort Scott,Kansas,Fort ScottKansas,37.8283,-94.7038
Aberdeen,North Carolina,AberdeenNorth Carolina,35.1351,-79.4319
New Roads,Louisiana,New RoadsLouisiana,30.6959,-91.4537
Creston,Iowa,CrestonIowa,41.0597,-94.365
Auburn,Georgia,AuburnGeorgia,34.0157,-83.8319
Sudden Valley,Washington,Sudden ValleyWashington,48.7199,-122.3468
Escalon,California,EscalonCalifornia,37.7912,-120.9981
Seminole,Texas,SeminoleTexas,32.7215,-102.6504
Brighton,Michigan,BrightonMichigan,42.5298,-83.7847
Wilmington Manor,Delaware,Wilmington ManorDelaware,39.6858,-75.5849
Ogden,North Carolina,OgdenNorth Carolina,34.2656,-77.7965
Berlin,New Jersey,BerlinNew Jersey,39.7915,-74.9375
Devils Lake,North Dakota,Devils LakeNorth Dakota,48.1131,-98.8753
Fairfax,California,FairfaxCalifornia,37.9884,-122.595
Carbondale,Colorado,CarbondaleColorado,39.3947,-107.2145
Fort Pierce North,Florida,Fort Pierce NorthFlorida,27.4736,-80.3594
Lamar,Colorado,LamarColorado,38.074,-102.6155
Kasson,Minnesota,KassonMinnesota,44.0333,-92.7481
Haddon Heights,New Jersey,Haddon HeightsNew Jersey,39.8791,-75.0645
Corona de Tucson,Arizona,Corona de TucsonArizona,31.9495,-110.7836
Ojai,California,OjaiCalifornia,34.4487,-119.2469
Marshall,Michigan,MarshallMichigan,42.2617,-84.9597
Marengo,Illinois,MarengoIllinois,42.2312,-88.6153
Silvis,Illinois,SilvisIllinois,41.4975,-90.4101
Pinehurst,Massachusetts,PinehurstMassachusetts,42.5334,-71.234
Baltimore Highlands,Maryland,Baltimore HighlandsMaryland,39.2355,-76.6367
Aledo,Texas,AledoTexas,32.6974,-97.607
Monticello,New York,MonticelloNew York,41.6523,-74.6876
Calipatria,California,CalipatriaCalifornia,33.1493,-115.5056
Evergreen,Montana,EvergreenMontana,48.2308,-114.27
Lake Shore,Washington,Lake ShoreWashington,45.6911,-122.6911
Dayton,New Jersey,DaytonNew Jersey,40.3815,-74.5137
Pulaski,Tennessee,PulaskiTennessee,35.1933,-87.035
Marion,Virginia,MarionVirginia,36.8389,-81.5135
Philadelphia,Mississippi,PhiladelphiaMississippi,32.7761,-89.1221
Highlands,Texas,HighlandsTexas,29.813,-95.0577
Pembroke,North Carolina,PembrokeNorth Carolina,34.6766,-79.1934
Vandenberg Village,California,Vandenberg VillageCalifornia,34.7111,-120.4623
Whitefish,Montana,WhitefishMontana,48.4333,-114.3593
Southgate,Florida,SouthgateFlorida,27.3082,-82.5096
Mount Shasta,California,Mount ShastaCalifornia,41.3206,-122.315
Richfield,Utah,RichfieldUtah,38.7628,-112.0926
Chehalis,Washington,ChehalisWashington,46.6637,-122.9647
Zuni Pueblo,New Mexico,Zuni PuebloNew Mexico,35.0708,-108.8484
Pinson,Alabama,PinsonAlabama,33.7057,-86.6674
Palmyra,Pennsylvania,PalmyraPennsylvania,40.31,-76.5945
Delafield,Wisconsin,DelafieldWisconsin,43.072,-88.3913
Diamondhead,Mississippi,DiamondheadMississippi,30.3791,-89.3707
Saranac Lake,New York,Saranac LakeNew York,44.3246,-74.1315
Waupaca,Wisconsin,WaupacaWisconsin,44.3508,-89.0721
Sappington,Missouri,SappingtonMissouri,38.526,-90.373
Helena Valley Southeast,Montana,Helena Valley SoutheastMontana,46.6175,-111.9186
Inverness,Illinois,InvernessIllinois,42.1152,-88.1019
Strathmore,New Jersey,StrathmoreNew Jersey,40.4018,-74.2194
Lockwood,Montana,LockwoodMontana,45.8199,-108.4072
Hughson,California,HughsonCalifornia,37.602,-120.866
Charlestown,Indiana,CharlestownIndiana,38.427,-85.6677
Webster City,Iowa,Webster CityIowa,42.4623,-93.8167
Ashland,Pennsylvania,AshlandPennsylvania,40.7811,-76.3451
Hubbard,Ohio,HubbardOhio,41.1595,-80.5672
Porters Neck,North Carolina,Porters NeckNorth Carolina,34.2942,-77.7695
River Rouge,Michigan,River RougeMichigan,42.2731,-83.1246
Winsted,Connecticut,WinstedConnecticut,41.9268,-73.0674
Waite Park,Minnesota,Waite ParkMinnesota,45.5313,-94.2528
Cotati,California,CotatiCalifornia,38.3279,-122.7092
Flowery Branch,Georgia,Flowery BranchGeorgia,34.1713,-83.9142
Beebe,Arkansas,BeebeArkansas,35.0714,-91.8998
Morrow,Georgia,MorrowGeorgia,33.5816,-84.3392
Rockton,Illinois,RocktonIllinois,42.45,-89.0631
Franklin,California,FranklinCalifornia,37.3277,-120.5321
Homeland,California,HomelandCalifornia,33.7459,-117.1132
Fairlawn,Ohio,FairlawnOhio,41.127,-81.6215
Woodlake,Virginia,WoodlakeVirginia,37.4216,-77.6783
Withamsville,Ohio,WithamsvilleOhio,39.0628,-84.2808
Middleborough Center,Massachusetts,Middleborough CenterMassachusetts,41.8945,-70.926
Gold River,California,Gold RiverCalifornia,38.6268,-121.2487
Green,Oregon,GreenOregon,43.1509,-123.3854
Salida,Colorado,SalidaColorado,38.53,-105.9984
Glastonbury Center,Connecticut,Glastonbury CenterConnecticut,41.7019,-72.6002
Wellington,Kansas,WellingtonKansas,37.2622,-97.4281
Whiteville,North Carolina,WhitevilleNorth Carolina,34.3306,-78.7013
New London,Wisconsin,New LondonWisconsin,44.395,-88.7394
Perry,Iowa,PerryIowa,41.8387,-94.0938
LaFayette,Georgia,LaFayetteGeorgia,34.7089,-85.2814
Camp Pendleton North,California,Camp Pendleton NorthCalifornia,33.3148,-117.3162
Middleton,Idaho,MiddletonIdaho,43.7116,-116.6153
Villa Hills,Kentucky,Villa HillsKentucky,39.0638,-84.5947
Yreka,California,YrekaCalifornia,41.7292,-122.6311
Payette,Idaho,PayetteIdaho,44.0789,-116.9256
Hempstead,Texas,HempsteadTexas,30.0996,-96.0781
Harrison,Tennessee,HarrisonTennessee,35.1275,-85.1464
Charles City,Iowa,Charles CityIowa,43.0644,-92.6745
Summit View,Washington,Summit ViewWashington,47.1343,-122.3468
Northgate,Ohio,NorthgateOhio,39.2531,-84.5943
Marshfield,Missouri,MarshfieldMissouri,37.3414,-92.9116
New Bremen,Ohio,New BremenOhio,40.4355,-84.3775
Santa Clara,Utah,Santa ClaraUtah,37.1311,-113.656
Providence,Utah,ProvidenceUtah,41.7033,-111.8122
Mount Horeb,Wisconsin,Mount HorebWisconsin,43.006,-89.7317
McCook,Nebraska,McCookNebraska,40.2046,-100.6213
Mentor-on-the-Lake,Ohio,Mentor-on-the-LakeOhio,41.7135,-81.365
Albertville,Minnesota,AlbertvilleMinnesota,45.2364,-93.6618
Lake of the Woods,Virginia,Lake of the WoodsVirginia,38.3343,-77.7599
Clarkston,Washington,ClarkstonWashington,46.4152,-117.0502
Jackson,California,JacksonCalifornia,38.3485,-120.7728
Osceola,Arkansas,OsceolaArkansas,35.6941,-89.9935
North Star,Delaware,North StarDelaware,39.755,-75.7331
Sandwich,Illinois,SandwichIllinois,41.6496,-88.6177
Midland Park,New Jersey,Midland ParkNew Jersey,40.9952,-74.1411
Dos Palos,California,Dos PalosCalifornia,36.9854,-120.6337
Thurmont,Maryland,ThurmontMaryland,39.621,-77.4076
Herkimer,New York,HerkimerNew York,43.0282,-74.9928
Monument,Colorado,MonumentColorado,39.0736,-104.8468
Florence,Colorado,FlorenceColorado,38.3835,-105.1114
Connellsville,Pennsylvania,ConnellsvillePennsylvania,40.0158,-79.5899
Northport,New York,NorthportNew York,40.9036,-73.3446
La Feria,Texas,La FeriaTexas,26.1544,-97.8256
Geneva,Ohio,GenevaOhio,41.8006,-80.9462
Crystal City,Texas,Crystal CityTexas,28.6909,-99.8257
Torrington,Wyoming,TorringtonWyoming,42.0658,-104.1623
Edgerton,Wisconsin,EdgertonWisconsin,42.8386,-89.0698
Baywood,New York,BaywoodNew York,40.7533,-73.29
Lowell,Michigan,LowellMichigan,42.9351,-85.3457
Spring Valley Lake,California,Spring Valley LakeCalifornia,34.4988,-117.2684
Forsyth,Missouri,ForsythMissouri,36.686,-93.1016
Hiawatha,Iowa,HiawathaIowa,42.0545,-91.691
West Dundee,Illinois,West DundeeIllinois,42.0984,-88.3072
Wynne,Arkansas,WynneArkansas,35.2326,-90.7895
Smithville,New Jersey,SmithvilleNew Jersey,39.4934,-74.4782
Dunbar,West Virginia,DunbarWest Virginia,38.3688,-81.7345
Lincolnshire,Illinois,LincolnshireIllinois,42.1957,-87.9182
Tyrone,Georgia,TyroneGeorgia,33.4752,-84.5941
Ralston,Nebraska,RalstonNebraska,41.2005,-96.0354
Fair Plain,Michigan,Fair PlainMichigan,42.0823,-86.4515
Hudsonville,Michigan,HudsonvilleMichigan,42.8631,-85.8628
Pleasantville,New York,PleasantvilleNew York,41.1378,-73.7827
New Cumberland,Pennsylvania,New CumberlandPennsylvania,40.2298,-76.8763
Kenwood,Ohio,KenwoodOhio,39.2068,-84.3744
San Martin,California,San MartinCalifornia,37.0829,-121.5963
Huron,California,HuronCalifornia,36.204,-120.0961
Napili-Honokowai,Hawaii,Napili-HonokowaiHawaii,20.9767,-156.6646
South Weber,Utah,South WeberUtah,41.1334,-111.9392
Port Jefferson Station,New York,Port Jefferson StationNew York,40.926,-73.0651
Delphos,Ohio,DelphosOhio,40.8481,-84.3368
Inverness,Florida,InvernessFlorida,28.8397,-82.3437
Soldotna,Alaska,SoldotnaAlaska,60.4862,-151.0671
Valley Center,Kansas,Valley CenterKansas,37.8333,-97.3645
St. Louis,Michigan,St. LouisMichigan,43.4082,-84.6118
Tyrone,Pennsylvania,TyronePennsylvania,40.6764,-78.246
Longboat Key,Florida,Longboat KeyFlorida,27.3926,-82.6341
Leola,Pennsylvania,LeolaPennsylvania,40.0915,-76.1891
Lander,Wyoming,LanderWyoming,42.8313,-108.7599
Riverdale Park,Maryland,Riverdale ParkMaryland,38.9643,-76.9266
Neptune Beach,Florida,Neptune BeachFlorida,30.3165,-81.4118
Vandalia,Illinois,VandaliaIllinois,38.9754,-89.1117
Ephrata,Washington,EphrataWashington,47.3119,-119.5344
Oakdale,New York,OakdaleNew York,40.7373,-73.1345
Corbin,Kentucky,CorbinKentucky,36.932,-84.1004
Freeland,Michigan,FreelandMichigan,43.5198,-84.1125
Pollock Pines,California,Pollock PinesCalifornia,38.7564,-120.5904
Oak Grove,Kentucky,Oak GroveKentucky,36.6686,-87.4216
Ponchatoula,Louisiana,PonchatoulaLouisiana,30.4403,-90.4428
Scappoose,Oregon,ScappooseOregon,45.7565,-122.877
Bonne Terre,Missouri,Bonne TerreMissouri,37.9209,-90.5425
Canfield,Ohio,CanfieldOhio,41.0315,-80.7671
Strasburg,Virginia,StrasburgVirginia,38.9961,-78.3549
Milan,Tennessee,MilanTennessee,35.9126,-88.7554
Skiatook,Oklahoma,SkiatookOklahoma,36.3693,-95.9815
Gonzales,Texas,GonzalesTexas,29.5126,-97.4472
Bermuda Dunes,California,Bermuda DunesCalifornia,33.7435,-116.2874
East Hills,New York,East HillsNew York,40.7958,-73.6292
Atherton,California,AthertonCalifornia,37.4539,-122.2032
Winooski,Vermont,WinooskiVermont,44.4951,-73.1843
Hillsborough,North Carolina,HillsboroughNorth Carolina,36.068,-79.0994
El Rio,California,El RioCalifornia,34.2453,-119.1568
Marksville,Louisiana,MarksvilleLouisiana,31.1247,-92.0652
University of California-Davis,California,University of California-DavisCalifornia,38.5374,-121.7576
Palmyra,New Jersey,PalmyraNew Jersey,40.0025,-75.036
Richland,Mississippi,RichlandMississippi,32.2309,-90.1592
Bellbrook,Ohio,BellbrookOhio,39.6384,-84.0864
Austell,Georgia,AustellGeorgia,33.8202,-84.6452
Knoxville,Iowa,KnoxvilleIowa,41.3188,-93.1024
Green Brook,New Jersey,Green BrookNew Jersey,40.6038,-74.4825
Palmer,Alaska,PalmerAlaska,61.5971,-149.1147
West Glens Falls,New York,West Glens FallsNew York,43.3019,-73.6873
Mantua,Virginia,MantuaVirginia,38.8526,-77.2571
Tolleson,Arizona,TollesonArizona,33.4484,-112.2561
Springs,New York,SpringsNew York,41.0212,-72.1584
Wauseon,Ohio,WauseonOhio,41.5532,-84.141
Willows,California,WillowsCalifornia,39.5149,-122.1995
Rockville,Connecticut,RockvilleConnecticut,41.8667,-72.4528
Pacific,Washington,PacificWashington,47.2611,-122.2507
Rockport,Massachusetts,RockportMassachusetts,42.6543,-70.6223
De Soto,Missouri,De SotoMissouri,38.141,-90.5609
North Amherst,Massachusetts,North AmherstMassachusetts,42.4073,-72.5227
Flatwoods,Kentucky,FlatwoodsKentucky,38.5211,-82.7194
Woodstock,Virginia,WoodstockVirginia,38.875,-78.516
Bedford,Virginia,BedfordVirginia,37.336,-79.5179
St. Helena,California,St. HelenaCalifornia,38.5063,-122.4682
Moab,Utah,MoabUtah,38.5701,-109.5477
Milltown,New Jersey,MilltownNew Jersey,40.4504,-74.435
Stanwood,Washington,StanwoodWashington,48.2451,-122.3426
