city,state,key,lat,lng
Billerica,Massachusetts,BillericaMassachusetts,42.5587,-71.2673
Brea,California,BreaCalifornia,33.9254,-117.8654
Prescott,Arizona,PrescottArizona,34.585,-112.4475
The Colony,Texas,The ColonyTexas,33.0927,-96.8977
Burke,Virginia,BurkeVirginia,38.7773,-77.2633
Kearny,New Jersey,KearnyNew Jersey,40.7528,-74.1202
Brentwood,Tennessee,BrentwoodTennessee,35.9918,-86.7758
Goose Creek,South Carolina,Goose CreekSouth Carolina,32.9922,-80.0052
North Brunswick,New Jersey,North BrunswickNew Jersey,40.4505,-74.4798
Fairfield,Ohio,FairfieldOhio,39.3301,-84.5405
Spring Hill,Tennessee,Spring HillTennessee,35.7438,-86.9116
Richmond,Indiana,RichmondIndiana,39.8318,-84.8904
Klamath Falls,Oregon,Klamath FallsOregon,42.2191,-121.7754
Rancho Palos Verdes,California,Rancho Palos VerdesCalifornia,33.7554,-118.3637
Weatherford,Texas,WeatherfordTexas,32.7535,-97.7724
Wake Forest,North Carolina,Wake ForestNorth Carolina,35.9634,-78.5139
Moline,Illinois,MolineIllinois,41.4821,-90.4919
Edmonds,Washington,EdmondsWashington,47.8114,-122.3533
Greenwood,South Carolina,GreenwoodSouth Carolina,34.1945,-82.1542
Urbana,Illinois,UrbanaIllinois,40.1106,-88.1972
Zanesville,Ohio,ZanesvilleOhio,39.9567,-82.0133
Coppell,Texas,CoppellTexas,32.9638,-96.9905
Beverly,Massachusetts,BeverlyMassachusetts,42.5681,-70.8627
Mount Laurel,New Jersey,Mount LaurelNew Jersey,39.9484,-74.9047
Oakley,California,OakleyCalifornia,37.9929,-121.6951
Westfield,Massachusetts,WestfieldMassachusetts,42.1382,-72.7561
Berkeley,New Jersey,BerkeleyNew Jersey,39.9149,-74.1912
Bluefield,West Virginia,BluefieldWest Virginia,37.2608,-81.2143
Belleville,Illinois,BellevilleIllinois,38.5165,-89.99
Centralia,Washington,CentraliaWashington,46.7225,-122.9695
McMinnville,Oregon,McMinnvilleOregon,45.211,-123.1918
Cedar Falls,Iowa,Cedar FallsIowa,42.5195,-92.4534
Manassas,Virginia,ManassasVirginia,38.7479,-77.4838
Clarksburg,West Virginia,ClarksburgWest Virginia,39.2863,-80.323
Catonsville,Maryland,CatonsvilleMaryland,39.2646,-76.7424
Shelton,Connecticut,SheltonConnecticut,41.306,-73.1383
South Valley,New Mexico,South ValleyNew Mexico,35.0093,-106.6819
La Quinta,California,La QuintaCalifornia,33.6536,-116.2785
Jamestown,New York,JamestownNew York,42.0975,-79.2366
Buffalo Grove,Illinois,Buffalo GroveIllinois,42.1674,-87.9616
Marion,Indiana,MarionIndiana,40.5496,-85.66
Bartlett,Illinois,BartlettIllinois,41.9803,-88.207
Pottsville,Pennsylvania,PottsvillePennsylvania,40.6798,-76.2092
Grove City,Ohio,Grove CityOhio,39.8659,-83.0692
Puyallup,Washington,PuyallupWashington,47.1794,-122.2902
Channelview,Texas,ChannelviewTexas,29.7914,-95.1145
Maplewood,Minnesota,MaplewoodMinnesota,44.984,-93.0247
North Fort Myers,Florida,North Fort MyersFlorida,26.7243,-81.8491
Shakopee,Minnesota,ShakopeeMinnesota,44.7744,-93.4764
Linton Hall,Virginia,Linton HallVirginia,38.7551,-77.575
Fitchburg,Massachusetts,FitchburgMassachusetts,42.5912,-71.8156
Oviedo,Florida,OviedoFlorida,28.658,-81.1872
Coram,New York,CoramNew York,40.8813,-73.0059
Hobbs,New Mexico,HobbsNew Mexico,32.7282,-103.16
Muskogee,Oklahoma,MuskogeeOklahoma,35.743,-95.3566
Torrington,Connecticut,TorringtonConnecticut,41.8349,-73.1281
Brighton,Colorado,BrightonColorado,39.9716,-104.7964
Apache Junction,Arizona,Apache JunctionArizona,33.3985,-111.5351
Odenton,Maryland,OdentonMaryland,39.0661,-76.6939
Marlboro,New Jersey,MarlboroNew Jersey,40.3427,-74.2567
Covington,Kentucky,CovingtonKentucky,39.0334,-84.5166
Crystal Lake,Illinois,Crystal LakeIllinois,42.2332,-88.3349
Weslaco,Texas,WeslacoTexas,26.1648,-97.9898
Calexico,California,CalexicoCalifornia,32.6849,-115.4944
Holyoke,Massachusetts,HolyokeMassachusetts,42.2125,-72.6411
Richmond,Kentucky,RichmondKentucky,37.7306,-84.2926
Manalapan,New Jersey,ManalapanNew Jersey,40.28,-74.3436
Schertz,Texas,SchertzTexas,29.5648,-98.2537
Statesboro,Georgia,StatesboroGeorgia,32.4376,-81.775
Carol Stream,Illinois,Carol StreamIllinois,41.9182,-88.1308
Streamwood,Illinois,StreamwoodIllinois,42.0208,-88.1778
Amherst,Massachusetts,AmherstMassachusetts,42.3645,-72.5069
Marlborough,Massachusetts,MarlboroughMassachusetts,42.3494,-71.5468
Friendswood,Texas,FriendswoodTexas,29.5112,-95.1979
Mableton,Georgia,MabletonGeorgia,33.8132,-84.5656
New Castle,Pennsylvania,New CastlePennsylvania,40.9956,-80.3458
New Berlin,Wisconsin,New BerlinWisconsin,42.9726,-88.1291
Westerville,Ohio,WestervilleOhio,40.1241,-82.9209
Hillsborough,New Jersey,HillsboroughNew Jersey,40.4985,-74.674
Woburn,Massachusetts,WoburnMassachusetts,42.4869,-71.1543
Romeoville,Illinois,RomeovilleIllinois,41.6319,-88.0996
Bartlesville,Oklahoma,BartlesvilleOklahoma,36.7357,-95.9452
Warren,Ohio,WarrenOhio,41.239,-80.8174
Huntsville,Texas,HuntsvilleTexas,30.705,-95.5545
Essex,Maryland,EssexMaryland,39.3024,-76.4457
Westfield,Indiana,WestfieldIndiana,40.0333,-86.1532
Duncanville,Texas,DuncanvilleTexas,32.646,-96.9127
Spanish Fork,Utah,Spanish ForkUtah,40.1102,-111.6405
Wentzville,Missouri,WentzvilleMissouri,38.8165,-90.8671
Marion,Iowa,MarionIowa,42.0452,-91.5847
Lancaster,Texas,LancasterTexas,32.5922,-96.7737
Winslow,New Jersey,WinslowNew Jersey,39.7027,-74.9029
Woodlawn,Maryland,WoodlawnMaryland,39.3054,-76.7489
Delaware,Ohio,DelawareOhio,40.2866,-83.0747
Clinton,Maryland,ClintonMaryland,38.7499,-76.9063
Herriman,Utah,HerrimanUtah,40.4898,-112.0169
Lake Oswego,Oregon,Lake OswegoOregon,45.4129,-122.7003
Queen Creek,Arizona,Queen CreekArizona,33.2367,-111.6389
Germantown,Tennessee,GermantownTennessee,35.0829,-89.7825
Los Banos,California,Los BanosCalifornia,37.0631,-120.8405
Pacifica,California,PacificaCalifornia,37.6112,-122.4781
Asheboro,North Carolina,AsheboroNorth Carolina,35.7157,-79.8129
Hurst,Texas,HurstTexas,32.8353,-97.1808
Sun City,Arizona,Sun CityArizona,33.6165,-112.2819
Indian Trail,North Carolina,Indian TrailNorth Carolina,35.0699,-80.6453
Milton,Georgia,MiltonGeorgia,34.1353,-84.3138
Newnan,Georgia,NewnanGeorgia,33.3765,-84.776
Pleasant Grove,Utah,Pleasant GroveUtah,40.3714,-111.7411
The Acreage,Florida,The AcreageFlorida,26.7741,-80.2779
Enterprise,Alabama,EnterpriseAlabama,31.3276,-85.8459
Severna Park,Maryland,Severna ParkMaryland,39.087,-76.5687
Plant City,Florida,Plant CityFlorida,28.014,-82.1201
Roy,Utah,RoyUtah,41.1717,-112.048
Royal Palm Beach,Florida,Royal Palm BeachFlorida,26.7038,-80.2241
Columbia,Tennessee,ColumbiaTennessee,35.6236,-87.0487
Wheeling,Illinois,WheelingIllinois,42.1308,-87.924
Butler,Pennsylvania,ButlerPennsylvania,40.8615,-79.8962
Martinez,California,MartinezCalifornia,37.9985,-122.116
Meridian,Mississippi,MeridianMississippi,32.3846,-88.6897
Lynnwood,Washington,LynnwoodWashington,47.8285,-122.3035
Junction City,Kansas,Junction CityKansas,39.0271,-96.8497
Carpentersville,Illinois,CarpentersvilleIllinois,42.1227,-88.2895
Rock Island,Illinois,Rock IslandIllinois,41.4699,-90.5827
Kailua,Hawaii,KailuaHawaii,21.392,-157.7396
Brookfield,Wisconsin,BrookfieldWisconsin,43.064,-88.1231
Huber Heights,Ohio,Huber HeightsOhio,39.8595,-84.113
Oswego,New York,OswegoNew York,43.4516,-76.5005
Reynoldsburg,Ohio,ReynoldsburgOhio,39.9587,-82.7943
Mooresville,North Carolina,MooresvilleNorth Carolina,35.5849,-80.8266
Moses Lake,Washington,Moses LakeWashington,47.1284,-119.2741
Mechanicsville,Virginia,MechanicsvilleVirginia,37.6262,-77.3561
Rosenberg,Texas,RosenbergTexas,29.546,-95.822
Valrico,Florida,ValricoFlorida,27.9193,-82.2293
Forney,Texas,ForneyTexas,32.744,-96.4529
Issaquah,Washington,IssaquahWashington,47.542,-122.0444
Menomonee Falls,Wisconsin,Menomonee FallsWisconsin,43.1487,-88.1227
Olive Branch,Mississippi,Olive BranchMississippi,34.961,-89.8469
London,Kentucky,LondonKentucky,37.1209,-84.0804
Gallatin,Tennessee,GallatinTennessee,36.3782,-86.4696
Security-Widefield,Colorado,Security-WidefieldColorado,38.7489,-104.7142
Penfield,New York,PenfieldNew York,43.1602,-77.4483
Albertville,Alabama,AlbertvilleAlabama,34.2634,-86.2107
Mount Pleasant,Michigan,Mount PleasantMichigan,43.5966,-84.7759
Oakton,Virginia,OaktonVirginia,38.8887,-77.3016
Braintree Town,Massachusetts,Braintree TownMassachusetts,42.2039,-71.0022
Commack,New York,CommackNew York,40.8443,-73.2834
Farmers Branch,Texas,Farmers BranchTexas,32.9272,-96.8806
Monrovia,California,MonroviaCalifornia,34.165,-117.9921
Galloway,New Jersey,GallowayNew Jersey,39.4914,-74.4802
Kalispell,Montana,KalispellMontana,48.2156,-114.3261
Parkland,Washington,ParklandWashington,47.1417,-122.4376
Oakville,Missouri,OakvilleMissouri,38.4472,-90.3199
San Juan,Texas,San JuanTexas,26.1903,-98.152
Wildomar,California,WildomarCalifornia,33.6173,-117.2583
Yorktown,New York,YorktownNew York,41.2727,-73.8092
Clifton Park,New York,Clifton ParkNew York,42.8587,-73.8242
Crestview,Florida,CrestviewFlorida,30.7481,-86.5784
Greenfield,Wisconsin,GreenfieldWisconsin,42.9619,-88.0051
Addison,Illinois,AddisonIllinois,41.9314,-88.0085
Moorpark,California,MoorparkCalifornia,34.2855,-118.877
Cottage Grove,Minnesota,Cottage GroveMinnesota,44.8161,-92.9274
Brighton,New York,BrightonNew York,43.1175,-77.5835
Shrewsbury,Massachusetts,ShrewsburyMassachusetts,42.2842,-71.7154
Portage,Indiana,PortageIndiana,41.5866,-87.1792
Winter Springs,Florida,Winter SpringsFlorida,28.6889,-81.2704
Calumet City,Illinois,Calumet CityIllinois,41.6134,-87.5505
Portsmouth,Ohio,PortsmouthOhio,38.7539,-82.9446
Cedar City,Utah,Cedar CityUtah,37.6834,-113.0956
Dunedin,Florida,DunedinFlorida,28.0329,-82.7863
New Albany,Indiana,New AlbanyIndiana,38.3076,-85.8241
Trumbull,Connecticut,TrumbullConnecticut,41.2602,-73.2083
St. Marys,Georgia,St. MarysGeorgia,30.7567,-81.5722
Ewing,New Jersey,EwingNew Jersey,40.265,-74.8005
Merritt Island,Florida,Merritt IslandFlorida,28.3146,-80.6713
Oregon City,Oregon,Oregon CityOregon,45.3414,-122.5927
Oak Creek,Wisconsin,Oak CreekWisconsin,42.8803,-87.9009
Roseville,Minnesota,RosevilleMinnesota,45.0155,-93.1544
Phenix City,Alabama,Phenix CityAlabama,32.4588,-85.0251
Owasso,Oklahoma,OwassoOklahoma,36.2882,-95.8328
Cleburne,Texas,CleburneTexas,32.3561,-97.4145
Franklin,Wisconsin,FranklinWisconsin,42.8854,-88.0104
Tucker,Georgia,TuckerGeorgia,33.8436,-84.2021
San Juan Capistrano,California,San Juan CapistranoCalifornia,33.5009,-117.6544
Claremont,California,ClaremontCalifornia,34.1259,-117.7153
Land O' Lakes,Florida,Land O' LakesFlorida,28.2075,-82.4476
Natick,Massachusetts,NatickMassachusetts,42.2847,-71.3497
Hilliard,Ohio,HilliardOhio,40.0353,-83.1578
LaGrange,Georgia,LaGrangeGeorgia,33.0274,-85.0384
Pennsauken,New Jersey,PennsaukenNew Jersey,39.9649,-75.0563
Shawnee,Oklahoma,ShawneeOklahoma,35.3525,-96.9647
Bettendorf,Iowa,BettendorfIowa,41.5656,-90.4764
Pahrump,Nevada,PahrumpNevada,36.2411,-116.0176
Martinez,Georgia,MartinezGeorgia,33.5209,-82.0985
Benton,Arkansas,BentonArkansas,34.5771,-92.5715
Olney,Maryland,OlneyMaryland,39.1466,-77.0715
Guilderland,New York,GuilderlandNew York,42.708,-73.9631
Cooper City,Florida,Cooper CityFlorida,26.0463,-80.2862
La Vergne,Tennessee,La VergneTennessee,36.0203,-86.5582
West Fargo,North Dakota,West FargoNorth Dakota,46.8573,-96.9057
Georgetown,Kentucky,GeorgetownKentucky,38.2251,-84.5481
Wildwood,Missouri,WildwoodMissouri,38.5799,-90.6698
Prattville,Alabama,PrattvilleAlabama,32.4605,-86.4588
Randallstown,Maryland,RandallstownMaryland,39.3723,-76.8024
Inver Grove Heights,Minnesota,Inver Grove HeightsMinnesota,44.8247,-93.0596
Andover,Massachusetts,AndoverMassachusetts,42.6466,-71.1651
La Porte,Texas,La PorteTexas,29.669,-95.0483
Waxahachie,Texas,WaxahachieTexas,32.4032,-96.8444
Upper Arlington,Ohio,Upper ArlingtonOhio,40.0272,-83.0704
Paradise,California,ParadiseCalifornia,39.7558,-121.6063
Gahanna,Ohio,GahannaOhio,40.0251,-82.8637
East Point,Georgia,East PointGeorgia,33.6696,-84.47
Woodburn,Oregon,WoodburnOregon,45.1476,-122.8584
Peachtree City,Georgia,Peachtree CityGeorgia,33.3943,-84.5711
Holly Springs,North Carolina,Holly SpringsNorth Carolina,35.654,-78.8403
El Mirage,Arizona,El MirageArizona,33.5905,-112.3271
Clermont,Florida,ClermontFlorida,28.5403,-81.7296
Evans,Georgia,EvansGeorgia,33.5619,-82.1351
Nacogdoches,Texas,NacogdochesTexas,31.6135,-94.6528
Granbury,Texas,GranburyTexas,32.4484,-97.7685
Chelmsford,Massachusetts,ChelmsfordMassachusetts,42.6,-71.3631
Monroe,North Carolina,MonroeNorth Carolina,35.0061,-80.5593
Lockport,New York,LockportNew York,43.1698,-78.6956
Pleasant Hill,California,Pleasant HillCalifornia,37.954,-122.0759
Bethlehem,New York,BethlehemNew York,42.5856,-73.8219
Coventry,Rhode Island,CoventryRhode Island,41.6933,-71.6611
Merrillville,Indiana,MerrillvilleIndiana,41.4728,-87.3197
Brunswick,Ohio,BrunswickOhio,41.2465,-81.8198
Oswego,Illinois,OswegoIllinois,41.6834,-88.3372
Auburn,California,AuburnCalifornia,38.895,-121.0777
Stow,Ohio,StowOhio,41.1765,-81.4344
Carrollwood,Florida,CarrollwoodFlorida,28.0577,-82.5149
Mount Juliet,Tennessee,Mount JulietTennessee,36.1991,-86.5114
Boardman,Ohio,BoardmanOhio,41.0334,-80.6671
Glastonbury,Connecticut,GlastonburyConnecticut,41.6922,-72.5472
Riviera Beach,Florida,Riviera BeachFlorida,26.7812,-80.0741
Oak Harbor,Washington,Oak HarborWashington,48.2965,-122.6331
Leawood,Kansas,LeawoodKansas,38.9075,-94.6258
Grass Valley,California,Grass ValleyCalifornia,39.2237,-121.0521
Sanford,North Carolina,SanfordNorth Carolina,35.4874,-79.1772
Cumberland,Rhode Island,CumberlandRhode Island,41.9703,-71.4198
Orangevale,California,OrangevaleCalifornia,38.688,-121.2208
Galesburg,Illinois,GalesburgIllinois,40.9506,-90.3763
Kearney,Nebraska,KearneyNebraska,40.7008,-99.0847
Gillette,Wyoming,GilletteWyoming,44.2752,-105.4984
Russellville,Arkansas,RussellvilleArkansas,35.2763,-93.1383
Menlo Park,California,Menlo ParkCalifornia,37.4686,-122.1672
Kennesaw,Georgia,KennesawGeorgia,34.0262,-84.6177
Dartmouth,Massachusetts,DartmouthMassachusetts,41.6138,-70.9973
New City,New York,New CityNew York,41.1543,-73.9909
Carmel,New York,CarmelNew York,41.3898,-73.7239
San Dimas,California,San DimasCalifornia,34.1082,-117.809
Vestavia Hills,Alabama,Vestavia HillsAlabama,33.4518,-86.7438
Owings Mills,Maryland,Owings MillsMaryland,39.4115,-76.7913
Middletown,Delaware,MiddletownDelaware,39.4453,-75.7166
Sonoma,California,SonomaCalifornia,38.2902,-122.4598
Navarre,Florida,NavarreFlorida,30.4174,-86.8907
Adelanto,California,AdelantoCalifornia,34.5815,-117.4397
Socorro,Texas,SocorroTexas,31.6384,-106.2601
Tooele,Utah,TooeleUtah,40.5393,-112.3082
Lebanon,Tennessee,LebanonTennessee,36.2039,-86.3475
Cottonwood Heights,Utah,Cottonwood HeightsUtah,40.6137,-111.8144
Dakota Ridge,Colorado,Dakota RidgeColorado,39.6194,-105.1341
Deer Park,Texas,Deer ParkTexas,29.6898,-95.1151
Newark,Delaware,NewarkDelaware,39.6776,-75.7573
Bridgeton,New Jersey,BridgetonNew Jersey,39.4286,-75.2281
Salisbury,North Carolina,SalisburyNorth Carolina,35.6657,-80.491
Riverhead,New York,RiverheadNew York,40.9409,-72.7095
Arcata,California,ArcataCalifornia,40.8615,-124.0757
Randolph,Massachusetts,RandolphMassachusetts,42.1778,-71.0539
Meadow Woods,Florida,Meadow WoodsFlorida,28.3698,-81.3467
Douglasville,Georgia,DouglasvilleGeorgia,33.7384,-84.7068
Woodridge,Illinois,WoodridgeIllinois,41.7368,-88.0408
Fairborn,Ohio,FairbornOhio,39.801,-84.0094
Ferry Pass,Florida,Ferry PassFlorida,30.5203,-87.1904
Franklin,New Jersey,FranklinNew Jersey,41.1101,-74.5886
Laramie,Wyoming,LaramieWyoming,41.3099,-105.6085
North Ridgeville,Ohio,North RidgevilleOhio,41.3851,-82.0194
Pikesville,Maryland,PikesvilleMaryland,39.3893,-76.702
University Place,Washington,University PlaceWashington,47.2148,-122.546
Northbrook,Illinois,NorthbrookIllinois,42.1292,-87.8353
Valparaiso,Indiana,ValparaisoIndiana,41.4782,-87.0507
Martinsville,Virginia,MartinsvilleVirginia,36.6827,-79.8636
Lexington,Massachusetts,LexingtonMassachusetts,42.4456,-71.2307
Derry,New Hampshire,DerryNew Hampshire,42.8888,-71.2804
Salina,New York,SalinaNew York,43.1031,-76.1758
Springville,Utah,SpringvilleUtah,40.1638,-111.6206
Post Falls,Idaho,Post FallsIdaho,47.7203,-116.9396
Lawrence,New Jersey,LawrenceNew Jersey,40.2954,-74.7205
Pullman,Washington,PullmanWashington,46.734,-117.1669
Central Islip,New York,Central IslipNew York,40.7837,-73.1945
Mason,Ohio,MasonOhio,39.3571,-84.3023
Goshen,Indiana,GoshenIndiana,41.574,-85.8304
Alabaster,Alabama,AlabasterAlabama,33.2198,-86.8226
Foley,Alabama,FoleyAlabama,30.3984,-87.6648
Ken Caryl,Colorado,Ken CarylColorado,39.5769,-105.1138
Estero,Florida,EsteroFlorida,26.4277,-81.7951
Calhoun,Georgia,CalhounGeorgia,34.4917,-84.9391
Franklin Town,Massachusetts,Franklin TownMassachusetts,42.0862,-71.4113
Fairmont,West Virginia,FairmontWest Virginia,39.4768,-80.1491
Andover,Minnesota,AndoverMinnesota,45.2571,-93.3265
Sun Prairie,Wisconsin,Sun PrairieWisconsin,43.1827,-89.2357
Plainfield,Indiana,PlainfieldIndiana,39.6956,-86.3708
Carlsbad,New Mexico,CarlsbadNew Mexico,32.4013,-104.2388
Key West,Florida,Key WestFlorida,24.5637,-81.7768
Warsaw,Indiana,WarsawIndiana,41.2443,-85.8478
Lake Stevens,Washington,Lake StevensWashington,48.0029,-122.096
Elk Grove Village,Illinois,Elk Grove VillageIllinois,42.0061,-87.9929
Alamogordo,New Mexico,AlamogordoNew Mexico,32.8837,-105.9624
Pekin,Illinois,PekinIllinois,40.5677,-89.6263
St. Charles,Illinois,St. CharlesIllinois,41.9193,-88.311
Copperas Cove,Texas,Copperas CoveTexas,31.1192,-97.914
Ridgecrest,California,RidgecrestCalifornia,35.6308,-117.6621
Bowling Green,Ohio,Bowling GreenOhio,41.3773,-83.6501
DeLand,Florida,DeLandFlorida,29.0224,-81.2873
La Verne,California,La VerneCalifornia,34.1208,-117.7702
Bethel Park,Pennsylvania,Bethel ParkPennsylvania,40.3239,-80.0364
Massillon,Ohio,MassillonOhio,40.7839,-81.5256
Florence,Kentucky,FlorenceKentucky,38.99,-84.6471
Westlake,Ohio,WestlakeOhio,41.4524,-81.9295
East Lake,Florida,East LakeFlorida,28.1205,-82.6868
Eagle Mountain,Utah,Eagle MountainUtah,40.3137,-112.0114
Oxford,Mississippi,OxfordMississippi,34.3609,-89.5286
Parkland,Florida,ParklandFlorida,26.3218,-80.2533
Rome,New York,RomeNew York,43.226,-75.491
Starkville,Mississippi,StarkvilleMississippi,33.4608,-88.8297
Matthews,North Carolina,MatthewsNorth Carolina,35.1195,-80.7101
Eldersburg,Maryland,EldersburgMaryland,39.4041,-76.9529
Dania Beach,Florida,Dania BeachFlorida,26.0593,-80.1638
Coos Bay,Oregon,Coos BayOregon,43.3789,-124.233
Clarence,New York,ClarenceNew York,43.0196,-78.6375
Centereach,New York,CentereachNew York,40.8696,-73.0808
Fruit Cove,Florida,Fruit CoveFlorida,30.0972,-81.6176
Southlake,Texas,SouthlakeTexas,32.9545,-97.1503
Princeton,New Jersey,PrincetonNew Jersey,40.3563,-74.6693
Kaysville,Utah,KaysvilleUtah,41.0291,-111.9455
Alliance,Ohio,AllianceOhio,40.9107,-81.1189
Petersburg,Virginia,PetersburgVirginia,37.2043,-77.3913
North Olmsted,Ohio,North OlmstedOhio,41.415,-81.919
Columbus,Mississippi,ColumbusMississippi,33.5088,-88.4097
Redmond,Oregon,RedmondOregon,44.2631,-121.1798
Hopkinsville,Kentucky,HopkinsvilleKentucky,36.8383,-87.4779
Chillicothe,Ohio,ChillicotheOhio,39.3393,-82.9937
Willingboro,New Jersey,WillingboroNew Jersey,40.028,-74.8882
Woodstock,Georgia,WoodstockGeorgia,34.1026,-84.5085
Liberty,Missouri,LibertyMissouri,39.2394,-94.4191
Naugatuck,Connecticut,NaugatuckConnecticut,41.489,-73.0518
Marrero,Louisiana,MarreroLouisiana,29.8871,-90.1126
Mundelein,Illinois,MundeleinIllinois,42.2692,-88.0101
Clearfield,Utah,ClearfieldUtah,41.103,-112.0237
French Valley,California,French ValleyCalifornia,33.5998,-117.1069
Savage,Minnesota,SavageMinnesota,44.7544,-93.3631
Cicero,New York,CiceroNew York,43.1664,-76.0661
Laguna Hills,California,Laguna HillsCalifornia,33.592,-117.6992
Wheat Ridge,Colorado,Wheat RidgeColorado,39.7727,-105.1028
Bel Air North,Maryland,Bel Air NorthMaryland,39.5544,-76.3733
Placerville,California,PlacervilleCalifornia,38.7308,-120.7978
Milledgeville,Georgia,MilledgevilleGeorgia,33.0874,-83.2414
Falmouth,Massachusetts,FalmouthMassachusetts,41.5915,-70.5914
Greenville,Mississippi,GreenvilleMississippi,33.385,-91.0514
Des Moines,Washington,Des MoinesWashington,47.3914,-122.3154
Banning,California,BanningCalifornia,33.9461,-116.8991
Auburn,New York,AuburnNew York,42.9338,-76.5685
Fallbrook,California,FallbrookCalifornia,33.3693,-117.2258
Goleta,California,GoletaCalifornia,34.436,-119.8595
Dracut,Massachusetts,DracutMassachusetts,42.6832,-71.301
Redan,Georgia,RedanGeorgia,33.7393,-84.1644
Orangeburg,South Carolina,OrangeburgSouth Carolina,33.4928,-80.8671
Sherwood,Arkansas,SherwoodArkansas,34.8509,-92.2029
Harker Heights,Texas,Harker HeightsTexas,31.0572,-97.6445
Algonquin,Illinois,AlgonquinIllinois,42.1629,-88.3158
Wooster,Ohio,WoosterOhio,40.8166,-81.9334
Brooklyn Center,Minnesota,Brooklyn CenterMinnesota,45.0681,-93.3162
Lakeside,Florida,LakesideFlorida,30.1356,-81.7674
Saratoga,California,SaratogaCalifornia,37.2684,-122.0263
Pueblo West,Colorado,Pueblo WestColorado,38.3551,-104.7266
Greer,South Carolina,GreerSouth Carolina,34.9315,-82.2316
Winter Park,Florida,Winter ParkFlorida,28.5987,-81.3438
Nogales,Arizona,NogalesArizona,31.3624,-110.9336
Rochester,New Hampshire,RochesterNew Hampshire,43.299,-70.9787
Gurnee,Illinois,GurneeIllinois,42.3708,-87.9392
Los Altos,California,Los AltosCalifornia,37.3685,-122.0966
